a0 a1 a2 a3 b0 b1 b2 b3 c0 sim_hex sim_val golden_val abs_error
0E A1 8F A6 6E 30 72 BA F8B0 D32E -11.205078 -11.205078 0.000000
E9 DF F6 1F A6 A1 52 C5 020F 0C0B 3.010742 3.010742 0.000000
54 3E 9A 3E AE EC 4B 6C 0530 E1B6 -7.572266 -7.572266 0.000000
FF 96 AD 75 51 D9 E7 C4 0714 0398 0.898438 0.898438 0.000000
2F 7F E6 7B 19 6C C2 9B FDB6 0DA6 3.412109 3.412109 0.000000
26 C8 74 2A 60 46 A8 62 F8AE DFD2 -8.044922 -8.044922 0.000000
52 7C D8 E4 29 95 B0 D1 05C5 F0B7 -3.821289 -3.821289 0.000000
F7 04 C7 94 B6 0C B5 BC F83D 286A 10.103516 10.103516 0.000000
9D 0C F6 BB 8F A3 86 C5 0768 436A 16.853516 16.853516 0.000000
EC 4F E1 1A 08 12 C9 59 00E4 1585 5.379883 5.379883 0.000000
C6 5A B0 7F 9A CB 4F F1 FC53 E0AC -7.832031 -7.832031 0.000000
CE 42 A6 A7 FE AD D5 D8 047E 0C82 3.126953 3.126953 0.000000
C1 FE 6D E2 21 96 21 B8 FBB3 0AE5 2.723633 2.723633 0.000000
5B 6D 51 3E B6 AE 77 C4 FFB7 D99E -9.595703 -9.595703 0.000000
93 0B 78 B6 42 87 52 F3 0135 0A1A 2.525391 2.525391 0.000000
4D F7 61 03 B5 7D 6D 67 066D 15FB 5.495117 5.495117 0.000000
BD FA 14 07 FA 6B CF 7E F862 F710 -2.234375 -2.234375 0.000000
1C 14 1C FF E4 C2 D1 1E 03BF F695 -2.354492 -2.354492 0.000000
7C C7 77 E1 C7 BA 24 4C 01F4 FD76 -0.634766 -0.634766 0.000000
C3 00 4E 53 8D 40 26 FF F8CB 1F73 7.862305 7.862305 0.000000
46 1A B3 CA 4C E5 A4 61 0162 1AA2 6.658203 6.658203 0.000000
5D C6 34 A0 A3 D1 FF D0 FFBC FA65 -1.401367 -1.401367 0.000000
69 C7 DC 43 5D B3 CB 25 066D 4EDA 19.712891 19.712891 0.000000
17 E9 51 DF 05 8C E8 E4 FC80 0363 0.846680 0.846680 0.000000
64 7D 49 A6 37 FB 25 9E FD5C 3D68 15.351562 15.351562 0.000000
C5 6A CB 91 D0 61 44 9E FF51 4EF5 19.739258 19.739258 0.000000
B1 3C D9 9E 31 99 45 5D FF76 AA16 -21.478516 -21.478516 0.000000
7A 7F 8F 90 51 13 40 02 0218 14FF 5.249023 5.249023 0.000000
35 71 F0 72 22 70 2E D5 06A6 291A 10.275391 10.275391 0.000000
D4 0D 97 83 93 DF 49 9A FFC5 24B1 9.172852 9.172852 0.000000
CE 00 97 D6 1B 7B EF E5 FFE6 0607 1.506836 1.506836 0.000000
6A FE 1E B5 78 6A EE B9 FF08 4295 16.645508 16.645508 0.000000
D4 6D 02 0F 5B 3C 75 58 F8C7 08C1 2.188477 2.188477 0.000000
5C 7A 8A E0 B5 03 1F 69 FEA7 C9B7 -13.571289 -13.571289 0.000000
E2 F6 35 B8 56 B5 24 EE 0767 0CC5 3.192383 3.192383 0.000000
4E 3D 0E 86 CB 19 F7 51 FECF CD86 -12.619141 -12.619141 0.000000
46 ED 9E F7 64 6D A1 AF 002F 3AA7 14.663086 14.663086 0.000000
4A 37 69 BE 30 2B 5A FE 00E6 3D71 15.360352 15.360352 0.000000
06 10 CB 96 F6 0D 17 9C 02E7 2820 10.031250 10.031250 0.000000
21 B0 6B 36 9F 28 3E C0 0266 F5CF -2.547852 -2.547852 0.000000
D8 8D E4 75 49 86 63 34 060C 3E62 15.595703 15.595703 0.000000
6F 65 33 F0 2F 5D B0 DB 00B6 2C28 11.039062 11.039062 0.000000
8A 3A 95 2E D8 1C 84 16 FEED 4F7D 19.872070 19.872070 0.000000
41 33 C8 44 41 0E F6 D5 06AF 10BE 4.185547 4.185547 0.000000
F0 85 E1 4B 7D 43 C8 96 02BC C275 -15.385742 -15.385742 0.000000
05 8D C4 0D 49 CD BA 61 0049 2DF4 11.488281 11.488281 0.000000
F9 0D 68 A4 03 1D E4 69 04C2 D50A -10.740234 -10.740234 0.000000
24 15 61 64 F3 E6 1F 76 F8DC 2EBD 11.684570 11.684570 0.000000
88 40 2D E4 69 21 82 15 FA89 B91F -17.719727 -17.719727 0.000000
72 21 7F 17 33 B7 C5 83 04D2 E99F -5.594727 -5.594727 0.000000
5F 4B D0 59 98 31 7A A2 0363 B398 -19.101562 -19.101562 0.000000
A2 5B F2 95 66 1A A7 8A 016E 1B68 6.851562 6.851562 0.000000
C5 D7 78 CD 65 ED A1 9A F87B CC09 -12.991211 -12.991211 0.000000
00 1C DF 3F 37 67 FF 35 0393 1C03 7.002930 7.002930 0.000000
39 46 5E CF D0 95 F6 CA FC7A DB32 -9.201172 -9.201172 0.000000
E2 E0 71 7E 07 C7 ED 09 0243 049C 1.152344 1.152344 0.000000
FB 2F 0F 1B 23 0E B4 2C FB77 FD8A -0.615234 -0.615234 0.000000
F4 E5 A5 D7 69 E5 A8 DA 06E6 2A31 10.547852 10.547852 0.000000
83 ED 74 CF B9 E0 4F 4A 00BF 3B6C 14.855469 14.855469 0.000000
38 B1 02 9E 45 98 88 FB 0026 3050 12.078125 12.078125 0.000000
49 DC 57 21 B2 CB 27 88 047E F37D -3.127930 -3.127930 0.000000
8F 45 D8 7F DC AB CD 89 F954 BF3E -16.189453 -16.189453 0.000000
A1 92 8E 25 E7 BB 61 33 FA0E FD28 -0.710938 -0.710938 0.000000
E7 DF F6 84 DF 8B 97 9E 0251 4831 18.047852 18.047852 0.000000
B6 DA 83 90 79 58 9C 8B 0697 3A91 14.641602 14.641602 0.000000
22 6C 1B 12 DF E6 7F D3 FE19 F8FA -1.755859 -1.755859 0.000000
B3 36 C0 2C B6 D2 4A 6B F932 05A4 1.410156 1.410156 0.000000
55 8E FE BE 89 D5 AC C6 FF98 FAD7 -1.290039 -1.290039 0.000000
A2 11 B6 D7 9C 04 58 37 FFD0 028D 0.637695 0.637695 0.000000
5C 45 1A 76 4C EF 43 70 0232 535B 20.838867 20.838867 0.000000
83 96 3F 2D E9 06 7B E2 FD45 1F03 7.752930 7.752930 0.000000
EB 59 66 C7 E1 C4 10 D4 0010 FDEB -0.520508 -0.520508 0.000000
02 3F 00 8E A4 47 8D 67 FE88 E16B -7.645508 -7.645508 0.000000
D0 11 52 42 B2 94 D1 20 0533 05D9 1.461914 1.461914 0.000000
24 41 65 97 B3 74 8D 52 FB82 BF21 -16.217773 -16.217773 0.000000
21 3F 33 3D 0D AD A7 E9 F86D CE77 -12.383789 -12.383789 0.000000
7F 94 E3 8D BD DE 25 9E 04BA 19AA 6.416016 6.416016 0.000000
6F 9B F2 81 D3 AA 49 4A FF20 E4D7 -6.790039 -6.790039 0.000000
E6 D1 00 56 D7 11 83 24 F916 0639 1.555664 1.555664 0.000000
C8 69 6D 7A 97 B3 AD 81 FD3A 94C0 -26.812500 -26.812500 0.000000
BF 86 98 AB F8 82 1B 5E 017C 1562 5.345703 5.345703 0.000000
6C BC 27 EA A0 1B 18 38 FE4A CD76 -12.634766 -12.634766 0.000000
6B E0 0A E5 18 57 DE 1C 0565 0045 0.067383 0.067383 0.000000
0C 7E 11 D6 86 76 2C F9 014F 39BD 14.434570 14.434570 0.000000
35 4B 61 23 4B C3 AF 1B FA58 DD00 -8.750000 -8.750000 0.000000
38 F5 82 2D 34 C5 51 BE 059E E00F -7.985352 -7.985352 0.000000
EB C8 31 00 69 F8 D9 F2 F984 EB30 -5.203125 -5.203125 0.000000
7F 00 D2 7F 1E DF BB 9E 008C EB36 -5.197266 -5.197266 0.000000
FB 68 B4 6C 4C FB B0 54 01C7 3973 14.362305 14.362305 0.000000
3A 4B C2 6D 4E 78 AA 87 0459 1A7C 6.621094 6.621094 0.000000
B4 49 48 89 34 3A 6F CB F875 316A 12.353516 12.353516 0.000000
1A 91 45 90 67 39 E8 24 FF59 DAE0 -9.281250 -9.281250 0.000000
23 D0 7D B0 E4 6D DA 3E FF9B C169 -15.647461 -15.647461 0.000000
2A F0 7E 1B 00 53 17 D4 0454 05D2 1.455078 1.455078 0.000000
71 28 EC 0C 7E DF E1 5F 06E7 403D 16.059570 16.059570 0.000000
11 20 82 FE F4 F5 E9 A9 FECA 089E 2.154297 2.154297 0.000000
52 D0 83 8E 4F 1C C7 43 FE13 1020 4.031250 4.031250 0.000000
A7 5E 38 B9 D6 D3 B3 98 02A9 0CBD 3.184570 3.184570 0.000000
D7 0C DB E9 89 44 CD 00 07AA 2548 9.320312 9.320312 0.000000
DB 7C 78 EF F6 1E D7 4B 00DF F8A6 -1.837891 -1.837891 0.000000
6B AF B5 12 9C E2 67 70 0068 C9CD -13.549805 -13.549805 0.000000
F0 34 2C 1F DA 12 13 29 FD7B 0BBE 2.935547 2.935547 0.000000
65 01 E5 E8 FA 02 71 F7 00DD F36E -3.142578 -3.142578 0.000000
94 91 58 90 39 EF FC B5 0434 12F7 4.741211 4.741211 0.000000
DE B4 87 33 9A E8 61 BF 0643 E023 -7.965820 -7.965820 0.000000
8D C6 74 78 7D 8B 7D 79 FC41 4FF8 19.992188 19.992188 0.000000
3B CD FF 3F 5A 5C 0B FE 07A0 0981 2.375977 2.375977 0.000000
5D 78 D7 02 E1 57 08 EA 0628 2239 8.555664 8.555664 0.000000
16 0A 9D EA 41 7F 0A 54 FBF9 FB6F -1.141602 -1.141602 0.000000
90 3D 3A 36 21 5F CC AA F806 E24D -7.424805 -7.424805 0.000000
1B 7D 20 F6 30 CF 86 AF FA2A DB37 -9.196289 -9.196289 0.000000
49 AA 4A 54 62 32 32 07 0193 1D79 7.368164 7.368164 0.000000
2B 4F F8 43 93 54 FA F2 0346 0769 1.852539 1.852539 0.000000
F2 17 61 F5 86 0F 3C 01 FA1F 18D5 6.208008 6.208008 0.000000
08 39 4D 13 79 00 A2 87 003C DEC3 -8.309570 -8.309570 0.000000
5E DB 59 33 92 38 13 7F FB45 EAB1 -5.327148 -5.327148 0.000000
58 3D 26 B1 AF C7 E5 8F F9C4 EF34 -4.199219 -4.199219 0.000000
FC 2B 28 96 16 B9 13 3F 05D4 E271 -7.389648 -7.389648 0.000000
9F A0 AF 2B 8D 1C 4B 3B FCF5 1036 4.052734 4.052734 0.000000
7B B7 84 4F 0C 10 A9 B6 FCE7 1169 4.352539 4.352539 0.000000
00 7D D1 BA 48 64 34 8A FCF0 447C 17.121094 17.121094 0.000000
BC 83 94 51 04 4D AB 19 0563 0A7F 2.624023 2.624023 0.000000
3F EC 49 53 D4 B3 FA 17 FED8 FFC7 -0.055664 -0.055664 0.000000
03 05 0D 89 E4 37 6E DD 016D 1807 6.006836 6.006836 0.000000
6F 84 CB EE B6 40 62 EC FD80 AB88 -21.117188 -21.117188 0.000000
84 91 43 E4 A2 39 F9 00 F813 0B0F 2.764648 2.764648 0.000000
51 A9 AA 5A 77 7B 89 99 0233 01D1 0.454102 0.454102 0.000000
38 26 FD E2 EF A3 C6 25 05A3 F075 -3.885742 -3.885742 0.000000
C1 07 66 D7 AD B0 4C 6B 028B 21ED 8.481445 8.481445 0.000000
3F 4A EA 7F 62 8E B1 25 0711 1760 5.843750 5.843750 0.000000
B6 06 31 17 97 BF FD 5F F956 1E20 7.531250 7.531250 0.000000
E1 BA 68 30 8B 09 E2 B0 01E3 F268 -3.398438 -3.398438 0.000000
ED 03 7D 5F 6D BC E5 4C 0674 0C96 3.146484 3.146484 0.000000
DC AD 1C 29 1F 3D B3 03 0075 E061 -7.905273 -7.905273 0.000000
87 31 A1 F1 A5 04 F2 94 04ED 3C3A 15.056641 15.056641 0.000000
A8 FB 8C 63 18 D2 0A 9F FEA4 CD3F -12.688477 -12.688477 0.000000
4B D8 9F 8A 00 33 77 72 008B 96F0 -26.265625 -26.265625 0.000000
A2 3F C9 42 20 B8 96 15 0207 00BF 0.186523 0.186523 0.000000
D1 E3 EE 7C DE A5 B7 39 F81B 2966 10.349609 10.349609 0.000000
E4 68 5A 32 5A 0D E6 94 0284 DFB8 -8.070312 -8.070312 0.000000
85 A5 F5 83 FD 0C DF 3F 0068 E03D -7.940430 -7.940430 0.000000
96 E5 75 D0 2A A7 B9 D6 0038 DFA4 -8.089844 -8.089844 0.000000
C3 D2 D5 C1 3A 1C 74 10 07D4 DD8E -8.611328 -8.611328 0.000000
ED 31 04 DF AD 6B 71 D6 07C4 2996 10.396484 10.396484 0.000000
7D 12 63 0D 45 A2 BA CC F96A F6C9 -2.303711 -2.303711 0.000000
B5 49 D7 59 2C 48 2A E5 FCB8 F43F -2.938477 -2.938477 0.000000
30 8B 27 4A 39 C4 EF 9D 01B0 0897 2.147461 2.147461 0.000000
ED 22 D0 64 90 33 CA B1 03A7 FE01 -0.499023 -0.499023 0.000000
B6 2E 88 A9 FE D4 41 37 062A CDAD -12.581055 -12.581055 0.000000
BB 67 2C D1 2D F4 08 DA FF22 F687 -2.368164 -2.368164 0.000000
C3 B1 EB B7 64 03 64 45 0735 D293 -11.356445 -11.356445 0.000000
F4 50 17 A8 CA 31 FF 60 FC08 ECC9 -4.803711 -4.803711 0.000000
44 43 20 6E 65 31 53 DE 018B 24F6 9.240234 9.240234 0.000000
DE 02 BC 60 3E EE 5C 5C F843 F9F3 -1.512695 -1.512695 0.000000
37 25 64 E8 14 72 EE B7 02F9 178F 5.889648 5.889648 0.000000
C6 25 5C BF 3F 6E 6C 8E 0072 45D4 17.457031 17.457031 0.000000
6B D0 F0 7B 97 8E 19 FC FF63 E564 -6.652344 -6.652344 0.000000
05 36 B3 C2 17 E9 86 D7 F8E8 2321 8.782227 8.782227 0.000000
12 E5 A7 0E 27 E1 B2 D6 001E 1EF3 7.737305 7.737305 0.000000
B6 2D B9 38 D5 4B 91 0E FD50 38C6 14.193359 14.193359 0.000000
6D C9 DF 00 10 14 C6 30 0008 0A06 2.505859 2.505859 0.000000
C0 E9 10 6A 1E 9F BA CC FEDD E62C -6.457031 -6.457031 0.000000
53 3D 89 2B 2D D5 F8 F3 F9F8 FFD9 -0.038086 -0.038086 0.000000
D9 02 C8 70 EB 5D 7B FC FEDF E624 -6.464844 -6.464844 0.000000
7D 8F B8 B1 07 86 4B C7 FDC3 3387 12.881836 12.881836 0.000000
D9 9D 9B B2 59 48 99 6D 049C E2A2 -7.341797 -7.341797 0.000000
1F 55 FD 28 1F 5A 11 01 F807 199F 6.405273 6.405273 0.000000
CF 9F 3D 14 55 A8 56 64 010C 2E6D 11.606445 11.606445 0.000000
4F E3 33 0A E3 8C 0C EC 0604 0BD1 2.954102 2.954102 0.000000
6E 62 13 D7 C8 A1 56 7F FD58 B2F5 -19.260742 -19.260742 0.000000
91 8C 2E D7 BE A1 75 EB 06B9 66C6 25.693359 25.693359 0.000000
31 F4 62 B1 EB 11 E0 BA 05BE 0A47 2.569336 2.569336 0.000000
B7 14 88 96 2F F0 3C 3D FAEF B6E6 -18.275391 -18.275391 0.000000
34 AF F3 FB A0 6D A6 73 06F2 D348 -11.179688 -11.179688 0.000000
EA 27 46 F0 72 1B F1 45 0504 F6EB -2.270508 -2.270508 0.000000
E6 88 F0 E4 70 3C 51 53 FB18 C574 -14.636719 -14.636719 0.000000
0B ED D7 79 0E BC D7 7D FA1C 4168 16.351562 16.351562 0.000000
30 EC B2 85 F9 B0 01 5C 064B DEB9 -8.319336 -8.319336 0.000000
C4 28 BE DE A3 EE 77 24 000F EF95 -4.104492 -4.104492 0.000000
BE BA 38 FE 43 24 74 AA 079E 068C 1.636719 1.636719 0.000000
FD 98 03 7C C7 59 94 10 042D E72C -6.207031 -6.207031 0.000000
8C 15 54 85 E3 7F 10 6F F95C E0D6 -7.791016 -7.791016 0.000000
65 CC CA FE CA 79 A5 44 0343 E80B -5.989258 -5.989258 0.000000
CA E7 69 F2 F4 D8 9D E9 FD37 DC4E -8.923828 -8.923828 0.000000
FD FC A1 35 94 F5 B1 5C FD64 2F31 11.797852 11.797852 0.000000
A6 E9 CC D2 97 BB E6 4A FEB3 21CC 8.449219 8.449219 0.000000
81 EC DE 89 5F D0 71 A2 F88F E9DE -5.533203 -5.533203 0.000000
36 21 10 54 5B 3E 25 5B FA61 35BD 13.434570 13.434570 0.000000
B7 DF 92 A8 AC 12 7D 60 FBF4 BAE0 -17.281250 -17.281250 0.000000
76 41 C8 F3 FF 27 C2 5E 019A 13D5 4.958008 4.958008 0.000000
21 6D 3C B6 EF 20 0B 23 0473 0858 2.085938 2.085938 0.000000
59 CE 1A 07 A3 4D 78 C7 061E E160 -7.656250 -7.656250 0.000000
22 2D 0D ED 1C 36 9A 95 FC7D 0C76 3.115234 3.115234 0.000000
BF 43 52 BB 01 8E 66 6B 06EF ECAD -4.831055 -4.831055 0.000000
7B 4F 93 F9 02 6B 64 27 07C6 FE1C -0.472656 -0.472656 0.000000
53 FB D1 BD 2B 9D C9 F2 FE80 1C23 7.034180 7.034180 0.000000
1A 3E F6 2B 0C 95 27 B7 FED9 D85E -9.908203 -9.908203 0.000000
EA 12 31 5C B3 30 58 E5 0310 1432 5.048828 5.048828 0.000000
7D 71 AD FC 43 37 94 BA F831 554B 21.323242 21.323242 0.000000
E1 E5 B0 AE 37 BD 0D 58 FBE4 DC0C -8.988281 -8.988281 0.000000
77 DF 74 E1 1B 03 B4 7F 0007 DA60 -9.406250 -9.406250 0.000000
57 28 D9 49 1D C4 01 06 04E1 06EB 1.729492 1.729492 0.000000
D2 CB A2 50 B5 54 39 2D 060A FB42 -1.185547 -1.185547 0.000000
E6 BE D3 AD D6 23 D5 78 F9FA D5DF -10.532227 -10.532227 0.000000
0B 0A 9F 30 5C 95 25 74 F9D1 0152 0.330078 0.330078 0.000000
1F DB F0 39 AD 10 50 C2 05C5 E69A -6.349609 -6.349609 0.000000
BE 71 29 72 D3 1F A4 B3 F8AF E0F2 -7.763672 -7.763672 0.000000
B1 77 1C 77 2B 9B F2 99 0354 95B3 -26.575195 -26.575195 0.000000
22 D2 7E 9B 70 9C 4D 00 F94F 400D 16.012695 16.012695 0.000000
9C 40 89 D3 E9 1C 56 40 062D E2EF -7.266602 -7.266602 0.000000
1F 55 15 D8 F6 0B 08 C3 0672 1313 4.768555 4.768555 0.000000
F4 05 52 B5 EB F5 CE F1 FB5F F085 -3.870117 -3.870117 0.000000
BD 2B 66 39 51 C6 EF 8B 02F3 C32F -15.204102 -15.204102 0.000000
00 E2 34 00 6B 00 35 01 0622 10E6 4.224609 4.224609 0.000000
A9 F6 35 61 5E 96 79 15 025E 0792 1.892578 1.892578 0.000000
9A B3 FA 7A C7 72 CB F0 FFFD EE07 -4.493164 -4.493164 0.000000
62 68 5E 57 01 1D BF B2 FC8E D658 -10.414062 -10.414062 0.000000
7C 65 5B 9C A4 1B 7C 92 01A8 36CB 13.698242 13.698242 0.000000
EE 87 BC 86 B8 3D E4 79 F8F9 AEFA -20.255859 -20.255859 0.000000
C7 C0 49 4F 82 FA F3 DB F9C8 0836 2.052734 2.052734 0.000000
C0 9B 32 A3 A5 9E DE AD 0303 57F0 21.984375 21.984375 0.000000
67 C0 81 E1 B8 9F 70 57 FB85 B4B4 -18.824219 -18.824219 0.000000
13 0B 7C 96 97 F2 86 AD 0763 E644 -6.433594 -6.433594 0.000000
3D B1 60 07 03 C6 BA 96 0244 F7BB -2.067383 -2.067383 0.000000
77 45 BC DA 14 47 AF B9 03FC 4079 16.118164 16.118164 0.000000
27 20 0D EC DB 9B CE 31 FEC0 E61F -6.469727 -6.469727 0.000000
F5 C9 A5 DA E0 BE F7 1A F83A 071F 1.780273 1.780273 0.000000
BC 49 27 08 24 55 ED 2B FC4F 096F 2.358398 2.358398 0.000000
0D 9A D3 B7 39 68 D8 41 FCD2 CAC6 -13.306641 -13.306641 0.000000
52 57 43 79 A2 B9 27 D0 FF95 BCDD -16.784180 -16.784180 0.000000
FD E0 98 C9 FC 4F 77 FC F837 BEE7 -16.274414 -16.274414 0.000000
FC E5 40 C0 23 87 CE BF FA31 0A28 2.539062 2.539062 0.000000
83 F8 56 18 65 9C 79 37 FCBB FC58 -0.914062 -0.914062 0.000000
C9 DD F4 DC D2 B6 2F 90 FC4C 1DD8 7.460938 7.460938 0.000000
71 FB 27 17 09 5A 0E 1C 0018 06F5 1.739258 1.739258 0.000000
59 2B 9D AF 93 1D 7E 31 0556 A415 -22.979492 -22.979492 0.000000
C9 29 38 D2 B2 31 1F 0E 074E 242D 9.043945 9.043945 0.000000
AF 39 A1 C1 A5 0B F0 D7 0564 34A9 13.165039 13.165039 0.000000
F0 13 EC 9F D5 66 3B C1 0286 200B 8.010742 8.010742 0.000000
3C D0 2C C0 60 FA 13 87 0353 3C77 15.116211 15.116211 0.000000
10 C0 9D 08 29 58 34 7F FB95 D801 -9.999023 -9.999023 0.000000
76 46 0C 79 E1 24 96 ED FF3E ECD9 -4.788086 -4.788086 0.000000
54 0F CD 8F 00 42 9C 66 05C3 F087 -3.868164 -3.868164 0.000000
97 F9 97 8B 2A 28 9A 49 FF88 F5AF -2.579102 -2.579102 0.000000
E7 0A EA DA 7D CB B3 69 FC8F E550 -6.671875 -6.671875 0.000000
E1 46 34 E0 C1 89 77 6E 0491 F614 -2.480469 -2.480469 0.000000
7F E1 AF 2E D8 64 30 0D F862 CB94 -13.105469 -13.105469 0.000000
23 4C E2 C6 2F F0 73 ED 0103 F984 -1.621094 -1.621094 0.000000
05 F7 7F 48 23 D0 D8 B5 FB4C D4BB -10.817383 -10.817383 0.000000
77 45 A6 EC 4E 6A AF 9C FD0D 622B 24.541992 24.541992 0.000000
E2 54 32 07 1D 14 FC B9 0414 0485 1.129883 1.129883 0.000000
0B BA 6C 28 37 0C 6F 56 FB81 36DA 13.712891 13.712891 0.000000
54 48 6B 4B B6 CD A5 3F 00B6 C682 -14.373047 -14.373047 0.000000
D7 CD E6 B9 2E 76 6E B8 00DE EACA -5.302734 -5.302734 0.000000
58 15 BE 67 51 BA 14 E7 F9CA 00AD 0.168945 0.168945 0.000000
12 8C D1 86 17 4E C6 CF FD47 FD8D -0.612305 -0.612305 0.000000
72 07 60 48 4A 72 66 4F 0794 681E 26.029297 26.029297 0.000000
4A E5 49 30 FF 42 BF F8 0769 EC20 -4.968750 -4.968750 0.000000
C6 2C 28 6E 70 84 69 5D FA2A 03D8 0.960938 0.960938 0.000000
03 D6 C1 85 08 50 CB DF FC8A 0C68 3.101562 3.101562 0.000000
53 73 93 48 5D 25 F0 D1 0116 2974 10.363281 10.363281 0.000000
C0 FD 65 46 AF FA C9 8A 0374 E1CF -7.547852 -7.547852 0.000000
C8 6C 63 05 2B FC E3 00 062A EFDB -4.036133 -4.036133 0.000000
04 C8 E7 56 74 CA 43 92 F832 DA53 -9.418945 -9.418945 0.000000
E0 E8 6B 78 77 26 55 4D 071F 3C4E 15.076172 15.076172 0.000000
84 1A 75 B3 49 02 BD 50 06B6 ACDF -20.782227 -20.782227 0.000000
E9 0D 1E 71 DB CE E9 6B FBEA 293C 10.308594 10.308594 0.000000
D7 CA A3 7D AF 50 A8 29 FCE1 2CF7 11.241211 11.241211 0.000000
D9 16 D9 27 7F B6 42 01 01E0 DE44 -8.433594 -8.433594 0.000000
AA 85 F0 EC 2A 4E 93 EE FBC1 D063 -11.903320 -11.903320 0.000000
9A 17 EB 08 60 D8 12 4D FFF5 D70B -10.239258 -10.239258 0.000000
45 8D 86 E3 3E 2F A1 2D 001D 23E3 8.971680 8.971680 0.000000
6D 88 84 ED 22 51 2B C4 0419 DC3B -8.942383 -8.942383 0.000000
C2 C2 D6 1D 21 5C A7 09 FBF7 ED50 -4.671875 -4.671875 0.000000
96 27 DB 74 E7 A4 48 65 FDBE 1D70 7.359375 7.359375 0.000000
D1 F0 87 1D E9 00 2E 74 FBFD F79C -2.097656 -2.097656 0.000000
7B 81 0E F4 28 A5 59 9E F97D 4350 16.828125 16.828125 0.000000
FE CB A3 81 46 3D 3F AE F850 FCEE -0.767578 -0.767578 0.000000
CB D1 D4 48 98 12 64 94 F818 DAC2 -9.310547 -9.310547 0.000000
BC 6A 36 FB E2 97 72 6C FCDE EF4C -4.175781 -4.175781 0.000000
A3 A4 A2 BD 8E 50 20 D8 0137 0C99 3.149414 3.149414 0.000000
3C 8E F4 B9 BF 84 44 0E FAA8 1B92 6.892578 6.892578 0.000000
A8 FA F8 31 41 22 A1 B0 07D1 E455 -6.916992 -6.916992 0.000000
0B B0 67 2A E3 C2 91 F6 FDA8 E17C -7.628906 -7.628906 0.000000
8A C1 1F 62 E5 DE EC 24 FBE7 1C13 7.018555 7.018555 0.000000
F5 F1 68 88 1F A2 D3 5C 0251 C916 -13.728516 -13.728516 0.000000
93 C7 8A 00 94 FF 43 5E 029D 11F0 4.484375 4.484375 0.000000
AC 23 6F E6 33 0F DD 9C FD24 E970 -5.640625 -5.640625 0.000000
A3 4E F3 49 E4 4F 7B 5E 0204 38D1 14.204102 14.204102 0.000000
92 56 AD 0E 2C 5C CF 95 FF17 1520 5.281250 5.281250 0.000000
F8 C1 EA 8F 50 79 47 8A 01CF 0F84 3.878906 3.878906 0.000000
6F 0C 07 D5 E8 00 5E BE 06E1 0A21 2.532227 2.532227 0.000000
E8 32 07 00 8D 22 03 15 F973 0AF4 2.738281 2.738281 0.000000
E6 8A B0 DF A0 FF F3 32 0503 0CD7 3.209961 3.209961 0.000000
22 18 5B A1 27 4B 7E 85 F966 600B 24.010742 24.010742 0.000000
66 15 0A 50 8A 83 6F 17 FB12 CD53 -12.668945 -12.668945 0.000000
12 A4 3C 2F 6D 2B 5F A8 0278 00CA 0.197266 0.197266 0.000000
E9 77 6D 2E F5 CC FC 1E FA85 E706 -6.244141 -6.244141 0.000000
11 FC 13 FA 3D 60 44 8F F903 0342 0.814453 0.814453 0.000000
1A 5F D2 32 E0 99 43 FB 0300 CC83 -12.872070 -12.872070 0.000000
D0 B5 5D 25 E4 27 32 03 F9D0 063C 1.558594 1.558594 0.000000
F6 0C 27 09 B7 FF 4C 30 F8F0 0902 2.251953 2.251953 0.000000
3B 2E 68 BA 79 D2 41 28 F871 1B88 6.882812 6.882812 0.000000
E0 52 51 20 D1 58 4D 35 FA84 3B91 14.891602 14.891602 0.000000
3F C1 55 EC 15 C1 19 FB 001D 1D7A 7.369141 7.369141 0.000000
43 EF 6F 12 AF 5D 20 A1 FAE1 E6B3 -6.325195 -6.325195 0.000000
D4 C9 8D E2 D9 30 89 70 06A4 2B5D 10.840820 10.840820 0.000000
7F 35 60 4B F7 38 3F CC 03C8 134D 4.825195 4.825195 0.000000
03 87 E6 31 3B DA A6 20 FCA2 1E8D 7.637695 7.637695 0.000000
3E 2F C0 13 33 D4 65 1C F89B E5B5 -6.573242 -6.573242 0.000000
A2 0A FD F3 CC 8C 94 BB 002B 1380 4.875000 4.875000 0.000000
DF 59 29 3D D2 B9 1A 43 F8D2 FA32 -1.451172 -1.451172 0.000000
50 85 8F 42 C1 69 03 4F FFF2 CCDA -12.787109 -12.787109 0.000000
32 39 CF 24 4C 71 AA 82 FDE5 24A4 9.160156 9.160156 0.000000
EF CC 56 CD E1 46 82 35 07D1 C6C5 -14.307617 -14.307617 0.000000
74 BD DF B5 B8 38 FA 4D 021A BD09 -16.741211 -16.741211 0.000000
93 66 9E A1 A6 CF E0 73 FEB6 F315 -3.229492 -3.229492 0.000000
C4 76 77 87 BA D3 C0 BC 02AD 00BB 0.182617 0.182617 0.000000
BA 1F A9 DC 0A AE 49 90 FFC6 EA0D -5.487305 -5.487305 0.000000
0A 72 35 19 EE 94 42 36 0387 E5AB -6.583008 -6.583008 0.000000
B3 04 8F DA 24 6B 6F D2 06D0 D37D -11.127930 -11.127930 0.000000
58 EF 48 00 A3 FF D8 A4 03D6 D8AF -9.829102 -9.829102 0.000000
