a0 a1 a2 a3 b0 b1 b2 b3 c0 sim_hex sim_val golden_val abs_error
EE 57 E8 7B 25 A5 4A F1 FFC0 D014 -11.980469 -11.980469 0.000000
94 E8 77 49 1A 15 BB 3F 003E E532 -6.701172 -6.701172 0.000000
4C 2A 5C 19 CB 39 3F DD 074E 1425 5.036133 5.036133 0.000000
A9 7F E5 7B 1E 25 8D FA F88F 09F7 2.491211 2.491211 0.000000
A1 38 E7 00 B6 35 58 A2 04AC 2322 8.783203 8.783203 0.000000
F1 30 04 E6 4A 00 DC 66 F89D E95B -5.661133 -5.661133 0.000000
1E 24 73 A2 4F AC 4F 4D 043E 08E7 2.225586 2.225586 0.000000
9C 47 86 F7 07 C5 08 D8 03CC EE4B -4.426758 -4.426758 0.000000
4C FA B2 FF 6A 54 AB 27 04ED 3C2C 15.042969 15.042969 0.000000
2D 33 52 11 DD 88 EA 25 F956 D6B0 -10.328125 -10.328125 0.000000
13 86 6A 6C 29 B6 F5 2C 000A 345B 13.088867 13.088867 0.000000
46 B5 23 98 99 84 BB 33 00A5 EAA8 -5.335938 -5.335938 0.000000
88 B0 8F 68 16 40 56 74 FFF1 EACB -5.301758 -5.301758 0.000000
94 C0 22 D9 DD 43 69 39 FC9A FFE1 -0.030273 -0.030273 0.000000
4B B8 E7 6E 12 94 90 A8 04C1 0D87 3.381836 3.381836 0.000000
5A DB 18 13 99 B4 8F 38 05D5 E62B -6.458008 -6.458008 0.000000
DB F4 2D F3 A6 87 4E 86 03D0 2A66 10.599609 10.599609 0.000000
A8 F0 9E B7 CA F4 6B A0 008B 0645 1.567383 1.567383 0.000000
46 32 55 C6 E6 7A F8 7A F949 EBB5 -5.073242 -5.073242 0.000000
29 4A E8 49 AA 0F B1 4C FECC 1270 4.609375 4.609375 0.000000
D7 FB 70 20 74 17 96 54 02F4 CC0D -12.987305 -12.987305 0.000000
51 9E EA 7C D5 91 4B BE F9AD F026 -3.962891 -3.962891 0.000000
E4 40 2E 88 5B E4 68 85 FA51 35B5 13.426758 13.426758 0.000000
04 90 9E 74 86 5B 77 2A 0061 BC23 -16.965820 -16.965820 0.000000
6C 94 38 08 D2 00 5B F8 FBF1 FC31 -0.952148 -0.952148 0.000000
A6 79 85 B4 F2 C9 BA 54 FB07 EEA6 -4.337891 -4.337891 0.000000
10 6B 42 C4 86 23 DB 27 0062 F4B5 -2.823242 -2.823242 0.000000
DE A0 C3 B7 76 E0 ED BF FD8C 10F0 4.234375 4.234375 0.000000
01 23 3A 41 2C 92 96 96 0363 C197 -15.602539 -15.602539 0.000000
69 E2 3D C2 0E B8 09 60 F97D F290 -3.359375 -3.359375 0.000000
71 C7 92 4B AD 30 82 56 F9D7 19DA 6.462891 6.462891 0.000000
FF 5D E3 A6 4E 0C 30 82 026A 2D54 11.332031 11.332031 0.000000
00 8C C0 7A 47 BF EA F5 FC87 1A3D 6.559570 6.559570 0.000000
F0 B2 61 B6 93 AF 53 14 FD52 367B 13.620117 13.620117 0.000000
48 D8 ED CF 87 6B DC 2D FEA8 C5F7 -14.508789 -14.508789 0.000000
99 EB 54 E8 68 E7 6F B5 FA95 FE3E -0.439453 -0.439453 0.000000
96 B6 48 4C CF 7C 0C 2F 04C8 068E 1.638672 1.638672 0.000000
45 75 66 99 BB 54 D4 59 0602 E476 -6.884766 -6.884766 0.000000
10 8A CB 8A 7E 04 81 01 0513 24F0 9.234375 9.234375 0.000000
7B 62 35 16 45 70 33 37 FE64 59B4 22.425781 22.425781 0.000000
91 7A C0 41 92 E1 CE AF 0717 1FF2 7.986328 7.986328 0.000000
DB 25 DC 11 98 EF E6 31 0465 17E1 5.969727 5.969727 0.000000
1D D2 5F 14 87 48 03 84 FA76 D73E -10.189453 -10.189453 0.000000
95 FF 57 1E 33 1F D2 11 0653 E33F -7.188477 -7.188477 0.000000
33 CD BA D5 F4 0E E3 8B 0264 18CB 6.198242 6.198242 0.000000
0E F0 04 11 DC DA F3 46 0488 0962 2.345703 2.345703 0.000000
32 C9 83 60 66 A5 01 A9 FF3E 059A 1.400391 1.400391 0.000000
24 EE 69 25 58 07 C7 5B 0129 02D1 0.704102 0.704102 0.000000
4A 31 D4 89 9C CD 10 B1 FEB5 FA03 -1.497070 -1.497070 0.000000
41 43 2B 73 F5 81 E0 E3 FE02 C793 -14.106445 -14.106445 0.000000
BF CA 3B E7 CE CD 05 09 04AE 1C68 7.101562 7.101562 0.000000
19 2E 61 F8 3B 51 28 F7 00B6 2477 9.116211 9.116211 0.000000
24 E0 2E D7 AB 62 B7 81 F814 E719 -6.225586 -6.225586 0.000000
AE 78 35 1C 87 D0 56 F7 0380 2494 9.144531 9.144531 0.000000
56 67 43 F3 F3 C5 41 02 FF00 F3CE -3.048828 -3.048828 0.000000
18 57 98 7E B1 75 AE 15 FD00 4901 18.250977 18.250977 0.000000
57 D4 9E C0 CE 5C 44 69 018B AC75 -20.885742 -20.885742 0.000000
A0 7A 47 D8 D2 76 03 97 010C 5BC5 22.942383 22.942383 0.000000
20 2E 62 C0 4D E5 34 8F FCCC 31BA 12.431641 12.431641 0.000000
D7 A5 A0 D4 6A C7 FC BE 043F 1460 5.093750 5.093750 0.000000
AF DF D7 F1 92 2A 43 68 06FD 138E 4.888672 4.888672 0.000000
B3 FE 0A F9 D0 37 66 46 04B6 14CA 5.197266 5.197266 0.000000
F1 A9 46 81 96 B7 15 B5 0448 4E40 19.562500 19.562500 0.000000
AD 3C FE C4 E4 3D CD E6 0055 1E33 7.549805 7.549805 0.000000
8A C5 34 A4 53 0A 0E D9 028F EADB -5.286133 -5.286133 0.000000
CD E4 99 71 97 33 F9 CC FD63 F897 -1.852539 -1.852539 0.000000
BE C3 46 08 55 92 7A 74 015A 2AA2 10.658203 10.658203 0.000000
22 72 3F F4 EB E3 CB 5F 0172 E03F -7.938477 -7.938477 0.000000
E4 2C 65 4E 70 D4 AF E3 FEAB C210 -15.484375 -15.484375 0.000000
2F EB 22 D2 F4 BF C0 0D 0100 F94B -1.676758 -1.676758 0.000000
74 CB 16 9F B6 97 92 2D 0703 E0B7 -7.821289 -7.821289 0.000000
E3 9C E8 AB D1 9D 12 36 FAAC 130D 4.762695 4.762695 0.000000
71 02 EE C4 02 38 93 84 FEEA 24F6 9.240234 9.240234 0.000000
AC B6 8E 47 F8 03 1D 74 0480 1984 6.378906 6.378906 0.000000
49 E7 14 79 D8 7D EA 4F 012F 0D31 3.297852 3.297852 0.000000
31 A9 7B 82 C5 43 9C 86 FE60 E850 -5.921875 -5.921875 0.000000
33 D6 41 BB 18 A4 43 1B 045D 21F9 8.493164 8.493164 0.000000
DA 2E 45 9A 27 50 86 6F 0692 C20C -15.488281 -15.488281 0.000000
00 C2 D4 ED C1 10 25 FC 01BA F7CA -2.052734 -2.052734 0.000000
38 45 A6 0E 0E 25 1B C0 0445 0450 1.078125 1.078125 0.000000
90 CD 17 43 FC C5 F7 B3 F8C7 F152 -3.669922 -3.669922 0.000000
E5 0C 6F 56 72 B8 84 FE FC58 B682 -18.373047 -18.373047 0.000000
B9 77 B2 ED C3 A6 FB B2 F9F9 E85E -5.908203 -5.908203 0.000000
D3 19 00 D9 39 88 3B F0 001C ECCF -4.797852 -4.797852 0.000000
C5 57 73 71 EE 0E F4 6B F998 2C57 11.084961 11.084961 0.000000
34 A0 A7 29 D3 3F 2B 92 02A5 C150 -15.671875 -15.671875 0.000000
45 EE 9E 29 49 F8 62 F5 077F F475 -2.885742 -2.885742 0.000000
E0 6A E2 4A 5E C5 38 9C FE9C B6F6 -18.259766 -18.259766 0.000000
CA B2 A6 42 C1 A4 0A 69 06D8 47B8 17.929688 17.929688 0.000000
11 00 12 C3 97 23 BE 8B FB58 0B9C 2.902344 2.902344 0.000000
B2 83 26 CF 9C 70 4B EB 03CC FABB -1.317383 -1.317383 0.000000
A0 A6 A8 14 18 00 A7 C1 0589 1635 5.551758 5.551758 0.000000
A5 4A 36 CA 1F 53 F7 74 02A0 F53B -2.692383 -2.692383 0.000000
CB 37 25 0C 44 49 49 E7 0139 0C35 3.051758 3.051758 0.000000
A4 10 45 FE C4 AF C6 23 011B 01B3 0.424805 0.424805 0.000000
7A 46 8C BF F7 13 E0 C3 053F 2424 9.035156 9.035156 0.000000
05 00 FF 26 84 F1 6A 28 0231 054B 1.323242 1.323242 0.000000
7E FD CD C6 FC BB 20 07 0112 F7F3 -2.012695 -2.012695 0.000000
07 2E 7C 91 E6 07 4D C6 F9E3 38E1 14.219727 14.219727 0.000000
E3 64 F2 93 44 89 B1 DF FA97 D6C6 -10.306641 -10.306641 0.000000
98 C3 82 74 6B 23 19 8A 02BE 8D29 -28.709961 -28.709961 0.000000
4E 29 54 7B C3 CC B5 A6 FE85 9FC1 -24.061523 -24.061523 0.000000
4B 8E 4F EE 5E D5 12 C8 070B 3F39 15.805664 15.805664 0.000000
98 F7 88 02 11 CF 3C 82 03A0 E155 -7.666992 -7.666992 0.000000
D8 E8 7E 40 D8 66 A8 57 FF56 E676 -6.384766 -6.384766 0.000000
78 35 64 F8 94 D6 2E 99 03EF DDCD -8.549805 -8.549805 0.000000
75 2E B2 04 0E 71 FC 87 FF35 193D 6.309570 6.309570 0.000000
FB CC 0C 95 89 2C 5A 9E FAFB 218C 8.386719 8.386719 0.000000
3B 83 8F 15 01 66 DB 62 05F2 ECBE -4.814453 -4.814453 0.000000
82 0A E4 EB 55 30 5C E9 04F0 D4CD -10.799805 -10.799805 0.000000
C0 03 D8 C5 1F 22 C3 62 05E5 F17D -3.627930 -3.627930 0.000000
A3 D8 96 B7 0C 90 68 88 FF7B 03C7 0.944336 0.944336 0.000000
64 21 D9 A1 20 AD 0E 31 0321 F09D -3.846680 -3.846680 0.000000
3D 38 AA F1 E6 36 95 64 FA3D 1DF1 7.485352 7.485352 0.000000
DD 3D 1B C2 EB 43 58 CA 075C 308E 12.138672 12.138672 0.000000
68 90 BF 44 38 6B 41 AB 06F6 C7D1 -14.045898 -14.045898 0.000000
EA B5 A1 DB 30 17 5D A8 FBCF DB27 -9.211914 -9.211914 0.000000
84 CB 5C 32 AD 6A D2 68 FE0E 1418 5.023438 5.023438 0.000000
1B 99 54 58 31 76 EC 68 0342 F623 -2.465820 -2.465820 0.000000
2D 00 F6 9B D9 FB 7F 02 057F F8E4 -1.777344 -1.777344 0.000000
25 A7 6B 73 BE 0F 1A 7B F9B0 2D0E 11.263672 11.263672 0.000000
F0 8A 08 7C CE 4B ED 24 05A9 F70F -2.235352 -2.235352 0.000000
04 05 8A 73 B9 BF 04 51 017D 21A7 8.413086 8.413086 0.000000
1A F1 83 18 83 9E 52 EB 0478 D382 -11.123047 -11.123047 0.000000
3A 87 08 95 96 00 83 D8 F97A EE46 -4.431641 -4.431641 0.000000
AF 94 7D E6 5B 9F A8 97 FF64 EB37 -5.196289 -5.196289 0.000000
3C 8E 92 03 B1 6C 50 59 02BA 9EC9 -24.303711 -24.303711 0.000000
1A 36 B2 50 4A DC 00 A5 0650 E9CC -5.550781 -5.550781 0.000000
36 60 72 EC 67 65 C4 A7 0141 2917 10.272461 10.272461 0.000000
1B E1 53 94 6A 3A 64 44 023A 0A1E 2.529297 2.529297 0.000000
9F 20 02 CF 2F 92 9A 01 0020 DF94 -8.105469 -8.105469 0.000000
DD 25 41 91 74 97 71 13 033D F8A8 -1.835938 -1.835938 0.000000
72 1D 6F 1F C7 3E 63 A0 02CE 0FBF 3.936523 3.936523 0.000000
7C 8A 8B 3D AA 08 77 01 FC1C 989E -25.845703 -25.845703 0.000000
73 F0 69 42 E9 D7 3B 7C FF92 2FF8 11.992188 11.992188 0.000000
AD 21 25 F5 49 9F 3E 55 FC9C DDBF -8.563477 -8.563477 0.000000
27 7B B2 33 EE C6 77 C4 FA2D AB5B -21.161133 -21.161133 0.000000
2D 53 29 53 6C 1D 58 45 F912 39EC 14.480469 14.480469 0.000000
E4 25 59 AC 77 B5 AA 26 FEFE BCC5 -16.807617 -16.807617 0.000000
42 4A B8 2C 5C 5A 0B EA 0621 30FD 12.247070 12.247070 0.000000
7C 74 3B E4 6C A8 57 38 FA79 14D6 5.208984 5.208984 0.000000
E4 AE 93 A0 D6 CB 1F 8D 0621 39A0 14.406250 14.406250 0.000000
4F 5B 51 BA 19 BC 8C AC 031D E4EC -6.769531 -6.769531 0.000000
61 1F BF 78 61 2D AC E3 0044 3234 12.550781 12.550781 0.000000
D5 21 70 31 94 79 4B 5D 007C 54D6 21.208984 21.208984 0.000000
49 D1 AF 2B E9 C6 01 BE FFA4 F854 -1.917969 -1.917969 0.000000
E4 D5 22 06 1A 2C 20 32 FF93 FAC3 -1.309570 -1.309570 0.000000
D3 51 20 AD 47 C4 9A 01 067A D9F0 -9.515625 -9.515625 0.000000
FD E4 04 4A 45 D8 9A E4 F803 F1E4 -3.527344 -3.527344 0.000000
FC 1A FB 22 18 F2 9B 69 0115 0F34 3.800781 3.800781 0.000000
A3 2B 1C 68 54 53 29 D3 0226 E3C7 -7.055664 -7.055664 0.000000
CE 25 41 6C 9E 32 4D C9 05AB 1C62 7.095703 7.095703 0.000000
9F CC 14 F9 78 3E 9E 5C FC96 B85A -17.912109 -17.912109 0.000000
FD 4C AD 8E 16 8E 32 76 F953 9277 -27.383789 -27.383789 0.000000
11 BD 83 88 E6 64 C2 A3 F99B 2793 9.893555 9.893555 0.000000
04 50 9D 0B 51 5C 71 C5 035F F327 -3.211914 -3.211914 0.000000
D3 7A E2 14 1D 3E 55 00 0362 11DF 4.467773 4.467773 0.000000
E8 4A 0C 71 81 16 4B 37 FC92 2AA1 10.657227 10.657227 0.000000
8F A2 C0 E1 6E 30 81 99 0596 EFA1 -4.092773 -4.092773 0.000000
3F 03 F8 6B 2A B6 D4 A7 F83C DDE1 -8.530273 -8.530273 0.000000
4D 9A 9C 96 D3 1B DC AD 0283 1AA6 6.662109 6.662109 0.000000
B6 E3 D7 00 61 70 A5 65 FECD E4A6 -6.837891 -6.837891 0.000000
18 43 7C D2 F9 DC 06 BD 045A 0938 2.304688 2.304688 0.000000
D2 76 4F ED BB 63 14 63 0311 3BEC 14.980469 14.980469 0.000000
78 AF B9 A7 02 40 92 8B 024A 3629 13.540039 13.540039 0.000000
76 F2 E9 10 21 5E 7C CA 01F2 FD80 -0.625000 -0.625000 0.000000
1D 05 3E 0D 0B 51 49 8C FB1D 09BB 2.432617 2.432617 0.000000
2E 82 FC 94 B0 D3 5A 25 0021 F6E3 -2.278320 -2.278320 0.000000
87 22 04 23 DC 8C 2C 3E 02C0 0D86 3.380859 3.380859 0.000000
E6 D7 A9 3D 24 11 46 AC 06B2 D483 -10.872070 -10.872070 0.000000
59 43 04 FC 6A 7A CD D6 F9EA 3E8E 15.638672 15.638672 0.000000
A8 EB 61 74 A6 9F 61 60 04DF 7C05 31.004883 31.004883 0.000000
C4 A6 D6 B9 CE 86 7D 06 0105 2175 8.364258 8.364258 0.000000
12 FE A3 3D 28 74 2C 6F FAEF 074E 1.826172 1.826172 0.000000
E2 B0 40 FF 2B AC 05 ED FD8B 1414 5.019531 5.019531 0.000000
92 55 DA ED 07 F8 9D D8 FE27 0A27 2.538086 2.538086 0.000000
00 EB 67 F8 E7 09 F2 F3 0626 002F 0.045898 0.045898 0.000000
35 F7 72 CA EB A0 30 94 F953 2482 9.126953 9.126953 0.000000
26 07 A9 AC 16 45 79 2E F8FD C5ED -14.518555 -14.518555 0.000000
42 3F 6F 6F 98 65 37 64 041E 455E 17.341797 17.341797 0.000000
9D C7 A2 EB 19 04 C2 CD F8BC 0920 2.281250 2.281250 0.000000
A6 E5 BF 03 0E 2A E3 F6 01B9 FF9E -0.095703 -0.095703 0.000000
08 48 69 7C 0E F0 5F 52 0495 4F34 19.800781 19.800781 0.000000
5A 3A FB 60 09 52 82 08 F86F 13A3 4.909180 4.909180 0.000000
92 8C 41 67 94 45 EC 9B 0170 E2DD -7.284180 -7.284180 0.000000
D2 F2 4A 60 4A 7E 09 59 029D 1267 4.600586 4.600586 0.000000
96 93 6F 4D CA F3 C3 E3 F9CC F285 -3.370117 -3.370117 0.000000
5D 3D 19 A6 AD 08 EB 9C 0708 0BE4 2.972656 2.972656 0.000000
28 36 83 99 EE 8C 2C D5 FC32 DCBB -8.817383 -8.817383 0.000000
3A 5A D1 9C DA 03 0F 72 0151 CA7A -13.380859 -13.380859 0.000000
D6 6D 35 09 07 4E 0C B4 0263 2243 8.565430 8.565430 0.000000
97 48 0E 83 94 E3 D3 F1 FDBB 26BC 9.683594 9.683594 0.000000
88 22 70 D5 5A 8D 61 C5 0449 FF2C -0.207031 -0.207031 0.000000
19 D6 BD 4E DF 8D C7 6A FBC8 3AA4 14.660156 14.660156 0.000000
AA 00 4D DC 3A 1B 1E 98 0561 098B 2.385742 2.385742 0.000000
0E 6C C5 74 1D 7D 46 8C 0556 F6F6 -2.259766 -2.259766 0.000000
4A 84 15 B4 3D A7 48 69 FBD3 1F4D 7.825195 7.825195 0.000000
D5 89 4F 22 9C 13 6F BF 0123 22B9 8.680664 8.680664 0.000000
6E D3 48 35 28 3A 72 AC 05A0 1B4A 6.822266 6.822266 0.000000
84 51 AE AB 79 F3 E9 00 FBBD C462 -14.904297 -14.904297 0.000000
9A 50 5C DD CD 1A 36 3E FE0D 256D 9.356445 9.356445 0.000000
88 CB E1 FC 16 DD D7 53 F924 F9BE -1.564453 -1.564453 0.000000
15 D5 84 CF E8 B7 F2 AB 0168 22C0 8.687500 8.687500 0.000000
5E E3 71 B3 3E E7 5F 6A 00BB 2461 9.094727 9.094727 0.000000
38 08 6B C1 AC BA 3D 1A FE88 FD11 -0.733398 -0.733398 0.000000
4E A3 91 5F EA 8A 79 5B F860 09D8 2.460938 2.460938 0.000000
0F A0 67 A4 38 FA 66 FB F924 2982 10.376953 10.376953 0.000000
21 3B 0D 83 61 B0 18 47 0760 DFFE -8.001953 -8.001953 0.000000
AE 94 AA DB D7 42 71 78 00E8 BAE4 -17.277344 -17.277344 0.000000
EC 76 89 C4 F0 36 B2 F4 FD7B 3EB1 15.672852 15.672852 0.000000
AB 65 B0 AE 31 CF 19 A9 FA38 EAAC -5.332031 -5.332031 0.000000
F6 6A 48 E1 6C 07 38 47 040E 09E3 2.471680 2.471680 0.000000
D1 00 A1 4F F0 95 29 39 FBD5 0125 0.286133 0.286133 0.000000
36 7E 83 26 E9 92 8E EC 01B5 FB69 -1.147461 -1.147461 0.000000
D9 59 7C 28 0A 15 45 6B 00CF 38BA 14.181641 14.181641 0.000000
AE F7 45 8A EA 3B 3C 48 07C2 FBB7 -1.071289 -1.071289 0.000000
23 64 E4 14 89 E9 2C DF 06B2 E60D -6.487305 -6.487305 0.000000
61 88 CC B8 CB 07 85 AF 077C 1FE3 7.971680 7.971680 0.000000
00 25 89 1D CB B9 E2 92 0297 F9D0 -1.546875 -1.546875 0.000000
D3 54 1E 50 F5 3E 4F E1 0527 1B00 6.750000 6.750000 0.000000
8A DB 49 DA 5D 99 E8 F9 02FF E136 -7.697266 -7.697266 0.000000
17 27 C5 C4 8F 37 60 40 FBA8 D4C2 -10.810547 -10.810547 0.000000
CF 97 C0 73 8A 02 45 99 0261 D8A0 -9.843750 -9.843750 0.000000
86 4C EC F2 C6 B7 6F 58 0094 F910 -1.734375 -1.734375 0.000000
AF 9F B9 DD AA 23 5D 8C 041E 0822 2.033203 2.033203 0.000000
55 03 52 CF 15 5C 6C 22 FE24 2247 8.569336 8.569336 0.000000
42 BB C1 86 08 60 01 E9 FAC8 EDAF -4.579102 -4.579102 0.000000
78 0C CA 7B C3 C8 AA F2 07B2 F3E4 -3.027344 -3.027344 0.000000
D4 1E 9A 6B C8 25 02 BB 055E F5B1 -2.577148 -2.577148 0.000000
54 96 3A 5E E6 6B 83 95 0202 8990 -29.609375 -29.609375 0.000000
F6 73 F5 EF 3D 38 76 66 FFCD 0ABB 2.682617 2.682617 0.000000
9D 0F 62 05 01 40 78 36 000E 3269 12.602539 12.602539 0.000000
21 C2 F6 13 51 AD 99 09 0484 27C0 9.937500 9.937500 0.000000
B8 C3 18 FD 3E 4C 68 E9 FCCD E346 -7.181641 -7.181641 0.000000
EE 67 1B 1D 36 55 C7 20 05E1 21E5 8.473633 8.473633 0.000000
B2 96 6F E5 F0 D8 8D 69 F871 D0F1 -11.764648 -11.764648 0.000000
A2 BC BD AF 83 BB B2 09 FD8F 4F5A 19.837891 19.837891 0.000000
6A A5 DC 74 C4 34 57 CA 0739 B731 -18.202148 -18.202148 0.000000
C0 58 53 12 27 CE 66 20 00C6 0928 2.289062 2.289062 0.000000
BD 91 B0 B5 64 99 7A F0 0407 F514 -2.730469 -2.730469 0.000000
4B D2 70 D1 A8 97 B6 8D F971 E744 -6.183594 -6.183594 0.000000
8C DF 07 6C 46 20 F7 4C 042B 0024 0.035156 0.035156 0.000000
B1 7F D2 AB E4 58 BE 9B 020C 63BD 24.934570 24.934570 0.000000
C2 C8 B5 A0 24 E3 ED 8E F902 26F3 9.737305 9.737305 0.000000
55 73 39 2C 92 5C 4F 33 FAAF 19D8 6.460938 6.460938 0.000000
13 11 D0 22 C7 4D B5 8A 0116 005C 0.089844 0.089844 0.000000
D3 4B 31 0F 11 35 36 07 FD15 145E 5.091797 5.091797 0.000000
1D E8 1C 88 6D 7F 7B F8 001C 11C1 4.438477 4.438477 0.000000
C6 99 C2 4E 7C 00 BA 95 01A6 D5E8 -10.523438 -10.523438 0.000000
A5 1F C6 B2 09 E4 CF E1 F981 0776 1.865234 1.865234 0.000000
EB BF CA D5 FC 59 79 35 FFF6 C744 -14.183594 -14.183594 0.000000
73 91 91 7F 7E 78 EB 03 FF59 0E83 3.627930 3.627930 0.000000
E1 67 86 D4 73 BA 8B 32 FC86 0199 0.399414 0.399414 0.000000
49 62 DB 94 53 48 6E D8 03F6 382B 14.041992 14.041992 0.000000
85 06 CD DF EB 13 EC BD F8F9 1021 4.032227 4.032227 0.000000
0B 36 52 D5 E1 92 3B 24 F841 EC92 -4.857422 -4.857422 0.000000
9B A8 54 E0 BB C2 3C F9 F871 3D8A 15.384766 15.384766 0.000000
96 A3 0C D8 70 7F 5E 38 0589 A4AE -22.830078 -22.830078 0.000000
A3 D0 17 FB 8A 2B 46 55 FA0C 217B 8.370117 8.370117 0.000000
8B F2 D2 E9 49 A2 B1 7B 076C EE58 -4.414062 -4.414062 0.000000
21 58 EF DE 2C 35 A3 5F 025D 13D0 4.953125 4.953125 0.000000
40 7D BA 4E B5 DC AD 59 FD9D 0B19 2.774414 2.774414 0.000000
01 41 47 84 44 A0 FE 91 FE69 1B83 6.877930 6.877930 0.000000
97 F2 FE B9 1B 72 54 3F 0252 DEE2 -8.279297 -8.279297 0.000000
1F 86 34 A9 D2 65 34 6D 05D9 B5AA -18.583984 -18.583984 0.000000
9F 1A 38 99 9D 34 ED FB FBDB 2481 9.125977 9.125977 0.000000
B6 0A FC 03 44 FE 6C 6E 0783 F361 -3.155273 -3.155273 0.000000
8A 2D 44 6E 0C E0 30 C7 04CD EDE7 -4.524414 -4.524414 0.000000
92 B7 50 5C A0 CD D3 82 FD89 F9FC -1.503906 -1.503906 0.000000
99 58 42 8D 24 DE 63 1E F8CD EAAD -5.331055 -5.331055 0.000000
65 44 9D 8C EB 00 DB BF 01C1 253B 9.307617 9.307617 0.000000
91 CF E8 35 04 BF F2 43 FB91 1575 5.364258 5.364258 0.000000
5A CA 54 D3 9E 21 FC 83 04DA F019 -3.975586 -3.975586 0.000000
E0 A9 CC 6E 34 C5 52 08 0270 02C5 0.692383 0.692383 0.000000
87 63 35 02 54 0A A9 D9 0411 CDEA -12.521484 -12.521484 0.000000
9A EC C2 A5 23 2E 69 06 066E D954 -9.667969 -9.667969 0.000000
B5 D5 8A E7 EF 7D DD F3 FFF2 0155 0.333008 0.333008 0.000000
61 0D 52 D7 1C F3 CB CE FD85 FE80 -0.375000 -0.375000 0.000000
43 BF 51 61 9E 63 A5 64 0536 DB86 -9.119141 -9.119141 0.000000
03 69 A0 DA 47 86 D5 FA 041B E3EA -7.021484 -7.021484 0.000000
06 5E F2 9F A4 37 DE 44 F846 F268 -3.398438 -3.398438 0.000000
55 58 7E 3E 94 BE BC 57 0523 BE31 -16.452148 -16.452148 0.000000
F5 3A 01 03 E4 2B 4A 42 0170 0D72 3.361328 3.361328 0.000000
7A 3C C1 21 28 48 36 04 04CB 1BF5 6.989258 6.989258 0.000000
30 7D 44 39 A4 8C C2 11 01A9 AB16 -21.228516 -21.228516 0.000000
5C C8 FD 81 5F A4 FE FB 01AC 3A71 14.610352 14.610352 0.000000
0D 12 F4 48 8E 4E D7 4B 0391 1A47 6.569336 6.569336 0.000000
79 AA FD 7E 8C E1 82 44 06C2 FD4A -0.677734 -0.677734 0.000000
E3 DC 37 07 71 4E 59 D3 0686 00A5 0.161133 0.161133 0.000000
8B 7C 08 E6 50 42 A6 AF F81D F8EF -1.766602 -1.766602 0.000000
7A 5C E0 7A 87 D5 5C FB 00F1 A9F1 -21.514648 -21.514648 0.000000
69 DA 16 70 DE 8F 7B 2D 0695 27AB 9.916992 9.916992 0.000000
6A C4 1C 5A E0 7A 8A 1B 0564 D822 -9.966797 -9.966797 0.000000
DA 7D 90 A3 7C 4A 8D B3 FB72 5B75 22.864258 22.864258 0.000000
71 90 B1 0A 7E 00 69 BA 06F4 1B6F 6.858398 6.858398 0.000000
D5 EC E2 CD 04 E6 C0 8F FCA2 1C01 7.000977 7.000977 0.000000
C6 38 F2 97 0F 7F EB C2 0336 362C 13.542969 13.542969 0.000000
28 46 0C 12 30 B3 3B 13 05AE FC3A -0.943359 -0.943359 0.000000
C0 AF 94 C6 FC A3 18 F6 077D 1E0E 7.513672 7.513672 0.000000
C5 62 A8 10 64 DB FF A6 0685 DC07 -8.993164 -8.993164 0.000000
01 3E C7 6A 6D 8B E0 A0 01BB C532 -14.701172 -14.701172 0.000000
20 C9 3F 1E 55 2C 98 AC 016F DF2B -8.208008 -8.208008 0.000000
6F DB 10 54 5D 21 62 6A 0751 53C7 20.944336 20.944336 0.000000
D7 08 7D 2E 4B 22 C1 05 FA8F D1BF -11.563477 -11.563477 0.000000
EB A5 D1 A8 16 5E 38 34 FAE0 BB80 -17.125000 -17.125000 0.000000
F7 22 E9 03 54 FF 67 B3 0262 F524 -2.714844 -2.714844 0.000000
4F B0 07 AA 1F F8 BF 03 06E4 102C 4.042969 4.042969 0.000000
20 26 5C 81 A9 12 49 A2 0071 411B 16.276367 16.276367 0.000000
99 AE 0D 14 F8 3E E4 E9 0553 F177 -3.633789 -3.633789 0.000000
70 9C 75 0D 74 0C 48 AE FF8A 4A58 18.585938 18.585938 0.000000
24 03 13 9C 07 EF 8A B5 06FE 1C51 7.079102 7.079102 0.000000
17 B4 45 58 BB B4 E3 0E 0654 13B0 4.921875 4.921875 0.000000
12 3F BA 51 2B 1F 41 32 FFC5 0878 2.117188 2.117188 0.000000
3C 5D F7 0B 1C BC 6E 28 FB24 E6DA -6.287109 -6.287109 0.000000
6D 97 2F 2F 70 D6 B0 B5 FF99 240E 9.013672 9.013672 0.000000
95 7A 7B 90 FF B6 54 6C 00C3 D706 -10.244141 -10.244141 0.000000
DE 65 AA 10 B8 45 33 69 F8D0 1307 4.756836 4.756836 0.000000
53 2D D6 26 B4 6D C3 22 02DF 0C72 3.111328 3.111328 0.000000
5E A8 DC DC 74 5A C8 20 03CC 12D4 4.707031 4.707031 0.000000
0B 8A 06 86 5E 37 41 1A F93C D90E -9.736328 -9.736328 0.000000
12 EF A9 A7 B2 05 54 6E 02AD BA12 -17.482422 -17.482422 0.000000
5D 45 F7 D7 F5 AC C1 1A FD0B E075 -7.885742 -7.885742 0.000000
94 65 DA 6B 95 A0 F1 BA F88C E4C8 -6.804688 -6.804688 0.000000
